,0,1,2,3,4,5,6,7,8,9
agent_16,5828.0,8598.3,11299.342499999999,13932.8589375,16500.5374640625,19004.02402746094,21444.923426774414,23824.800341105052,26145.180332577427,28407.55082426299
agent_17,6179.5,8324.5125,10415.899687500001,12455.002195312501,14443.12714042969,16381.548961918947,18271.51023787097,20114.222481924196,21910.86691987609,23662.595246879187
agent_18,8545.900000000001,10268.152500000004,11947.348687500005,13584.564970312505,15180.850846054695,16737.22957490333,18254.698835530748,19734.23136464248,21176.77558052642,22583.25619101326
agent_19,8724.400000000001,11457.690000000002,14122.647750000004,16720.981556250004,19254.357017343755,21724.398091910163,24132.68813961241,26480.770936122102,28770.15166271905,31002.297871151077
agent_20,4823.0,5561.0,6159.975,6743.975625,7313.376234375,7868.541828515626,8409.828282802735,8937.582575732667,9452.14301133935,9953.839436055867
agent_21,7882.700000000001,9674.3325,11421.1741875,13124.344832812501,14784.93621199219,16404.012806692386,17982.612486525075,19521.74717436195,21022.4034950029,22485.54340762783
agent_22,10384.0,12848.4,15251.189999999999,17593.91025,19878.06249375,22105.11093140625,24276.483158121093,26393.571079168065,28457.731802188864,30470.288507134144
agent_23,7069.6,9785.460000000001,12433.4235,15015.187912500001,17532.4082146875,19986.698009320316,22379.63055908731,24712.739795110123,26987.521300232373,29205.433267726563
agent_24,5270.4,6578.039999999999,7852.989,9096.064274999999,10308.062668124998,11489.761101421873,12641.917073886325,13765.269147039167,14860.537418363188,15928.423982904109
agent_25,6644.7,7000.282499999999,7346.975437499999,7685.001051562499,8014.576025273436,8335.911624641602,8649.213834025562,8954.683488174924,9252.516400970551,9542.903490946288
agent_26,6974.3,8975.2425,10926.161437499999,12828.307401562499,14682.899716523436,16491.12722361035,18254.14904302009,19973.095316944586,21649.06793402097,23283.141235670446
agent_27,10258.8,12068.130000000001,13832.226750000002,15552.221081250002,17229.21555421875,18864.285165363282,20458.4780362292,22012.81608532347,23528.295683190383,25005.888291110623
agent_28,5178.400000000001,7133.340000000001,9039.406500000001,10897.821337500001,12709.775804062501,14476.43140896094,16198.920623736918,17878.347608143496,19515.78891793991,21112.294194991413
agent_29,6263.3,7463.0175,8632.742062500001,9773.2235109375,10885.19292316406,11969.36310008496,13026.429022582837,14057.068297018268,15061.94158959281,16041.693049852991
agent_30,3625.3,6145.6,8512.26,10819.753499999999,13069.5596625,15263.1206709375,17401.842654164062,19487.09658780996,21520.21917311471,23502.51369378684
agent_31,2299.5,2607.0,2914.5,3222.0,3529.5,3837.0,4144.5,4452.0,4759.5,5067.0
agent_32,4556.4,6145.799999999999,7581.5549999999985,8981.416124999998,10346.280721874997,11677.023703828121,12974.498111232419,14239.535658451608,15472.947266990317,16675.52358531556
agent_33,3966.8,5921.6,7728.360000000001,9489.951000000001,11207.502225,12882.114669375002,14514.861802640626,16106.790257574608,17658.920501135242,19172.24748860686
agent_34,8711.1,9161.4225,9600.486937500002,10028.574764062501,10445.960394960939,10852.911385086916,11249.688600459744,11636.54638544825,12013.732725812044,12381.489407666742
agent_35,5361.900000000001,8009.752500000001,10591.408687500003,13108.523470312502,15562.710383554691,17955.542623965826,20288.55405836668,22563.240206907514,24781.059201734828,26943.432721691457
agent_36,3041.6000000000004,4509.200000000001,5976.800000000001,7294.980000000001,8580.205500000002,9833.300362500002,11055.067853437502,12246.291157101565,13407.733878174025,14540.140531219675
agent_37,5933.6,6652.860000000001,7354.138500000001,8037.885037500001,8704.5379115625,9354.524463773438,9988.261352179103,10606.154818374625,11208.60094791526,11795.985924217379
agent_38,2973.8,4946.6,6919.400000000001,8719.215,10474.034625,12184.983759375002,13853.159165390625,15479.630186255861,17065.439431599465,18611.603445809476
agent_39,2741.1000000000004,3427.2000000000007,4113.300000000001,4799.4000000000015,5485.500000000002,6034.462500000002,6569.7009375000025,7091.558414062502,7600.36945371094,8096.460217368167
agent_40,1530.2,8698.885000000002,8974.612875000003,9243.447553125003,9505.561364296878,9761.122330189457,10010.294271934721,10253.236915136355,10490.105992257946,10721.053342451498
agent_41,7107.4,8336.115,9534.112125,10702.159321874999,11841.005338828123,12951.38020535742,14033.995700223484,15089.545807717897,16118.70716252495,17122.139483461826
agent_42,8729.0,11225.775,13660.130625,16033.627359375,18347.786675390624,20604.092008505857,22803.98970829321,24948.88996558588,27040.167716446234,29079.163523535077
agent_43,7118.3,8065.6425,8989.3014375,9889.868901562499,10767.922179023437,11624.02412454785,12458.723521434153,13272.555433398298,14066.041547563342,14839.690508874257
agent_44,9116.2,10677.494999999999,12199.757624999998,13683.963684374998,15131.064592265622,16541.987977458983,17917.638278022507,19258.897321071945,20566.624888045146,21841.659265844017
agent_45,9680.2,11824.395000000002,13914.985125000003,15953.310496875003,17940.67773445313,19878.360791091804,21767.60177131451,23609.611727031646,25405.571433855857,27156.632148009463
agent_46,10819.0,12549.525,14236.786875,15881.867203124999,17485.820523046874,19049.675009970702,20574.433134721436,22061.0723063534,23510.545498694562,24923.7818612272
agent_47,8244.1,8541.0975,8830.6700625,9113.0033109375,9388.278228164063,9656.671272459962,9918.354490648464,10173.495628382252,10422.258237672697,10664.80178173088
agent_48,6332.9,6490.477499999999,6644.115562499999,6793.912673437499,6939.96485660156,7082.365735186522,7221.206591806858,7356.576427011687,7488.562016336395,7617.247965927985
agent_49,4186.0,6829.0,9301.275,11711.743124999999,14061.949546875,16353.400808203125,18587.565787998046,20765.876643298096,22889.729727215643,24960.486484035253
agent_50,5315.2,5783.5199999999995,6240.132,6685.328699999999,7119.395482499999,7542.610595437499,7955.245330551561,8357.564197287773,8749.825092355579,9132.27946504669
agent_51,5802.1,7201.147500000001,8565.218812500001,9895.1883421875,11191.908633632815,12456.210917791994,13688.905644847195,14890.783003726016,16062.613428632865,17205.148092917043
agent_52,3441.3,3753.6000000000004,4065.9000000000005,4378.200000000001,4690.500000000001,5002.800000000001,5190.030000000002,5372.579250000002,5550.564768750001,5724.100649531251
agent_53,7675.2,8222.52,8756.157000000001,9276.453075000001,9783.741748125001,10278.348204421876,10760.58949931133,11230.774761828548,11689.205392782835,12136.175257963265
agent_54,5355.9,6173.9025,6971.454937500001,7749.0685640625015,8507.24184996094,9246.460803711916,9967.199283619118,10669.91930152864,11355.071318990424,12023.094536015662
agent_55,9372.7,11706.082500000002,13981.130437500004,16199.302176562504,18362.019622148444,20470.669131594732,22526.602403304863,24531.137343222243,26485.558909641688,28391.119936900646
agent_56,9259.8,10293.105,11300.577375,12282.862940625,13240.591367109377,14174.376582931643,15084.817168358353,15972.496739149396,16837.98432067066,17681.834712653894
agent_57,4454.9,5010.799999999999,5441.4299999999985,5861.294249999999,6270.661893749999,6669.795346406248,7058.950462746092,7438.37670117744,7808.317283648004,8169.009351556804
agent_58,9872.0,10678.2,11464.245,12230.638875,12977.872903125,13706.426080546875,14416.765428533203,15109.346292819873,15784.612635499376,16442.99731961189
agent_59,10516.3,10979.692500000001,11431.500187500002,11872.012682812503,12301.51236574219,12720.274556598637,13128.567692683671,13526.653500366581,13914.787162857418,14293.217483785982
agent_60,4375.2,4958.4,5541.599999999999,5986.259999999999,6419.803499999999,6842.5084124999985,7254.6457021874985,7656.47955963281,8048.26757064199,8430.26088137594
agent_61,11115.0,12472.125,13795.321875,15085.438828125,16343.302857421875,17569.72028598633,18765.47727883667,19931.340346865756,21068.056838194112,22176.355417239258
agent_62,6491.200000000001,7815.120000000001,9105.942000000001,10364.493450000002,11591.581113750002,12787.991585906253,13954.491796258597,15091.829501352133,16200.73376381833,17281.91541972287
agent_63,4723.1,6450.200000000001,8016.045000000001,9542.743875,11031.275278125,12482.593396171875,13897.628561267578,15277.28784723589,16622.455651054996,17933.99425977862
agent_64,2500.0,3349.0,4198.0,5047.0,5769.825,6474.579375,7161.714890625,7831.672018359375,8484.88021790039,9121.758212452882
agent_65,11537.2,14039.970000000001,16480.17075,18859.36648125,21179.08231921875,23440.80526123828,25645.985129707326,27796.035501464645,29892.33461392803,31936.22624857983
agent_66,4632.5,7616.0,10409.1,13132.3725,15787.5631875,18376.374107812502,20900.46475511719,23361.453136239263,25760.91680783328,28100.39388763745
agent_67,5801.400000000001,8367.765000000001,10869.970875000003,13309.621603125004,15688.281063046881,18007.47403647071,20268.687185558945,22473.370005919973,24622.935755771974,26718.762361877678
agent_68,6078.0,8725.05,11305.92375,13822.27565625,16275.71876484375,18667.825795722656,21000.13015082959,23274.12689705885,25491.273724632378,27652.99188151657
agent_69,9205.3,10244.467499999999,11257.655812499997,12245.514417187496,13208.676556757808,14147.759642838864,15063.365651767894,15956.081510473698,16826.479472711857,17675.11748589406
agent_70,7032.8,9282.78,11476.5105,13615.3977375,15700.812794062498,17734.092474210935,19716.54016235566,21649.42665829677,23533.99099183935,25371.441217043364
agent_71,7293.400000000001,9639.465,11926.878375,14157.106415625,16331.578755234375,18451.689286353518,20518.79705419468,22534.227127839815,24499.27144964382,26415.189663402725
agent_72,5542.3,6421.0425000000005,7277.816437500001,8113.171026562501,8927.641750898438,9721.750707125975,10496.006939447827,11250.90676596163,11986.93409681259,12704.560744392275
agent_73,7963.2,8539.32,9101.037,9648.711075000001,10182.693298125001,10703.325965671876,11210.94281653008,11705.869246116828,12188.422514963908,12658.911952089811
agent_74,7452.8,8909.28,10329.348000000002,11713.9143,13063.866442499999,14380.069781437498,15663.36803690156,16914.58383597902,18134.519240079546,19323.956259077557
agent_75,3674.7,4139.4,4604.099999999999,5068.799999999999,5406.779999999999,5736.310499999999,6057.6027374999985,6370.862669062499,6676.291102335937,6974.083824777538
agent_76,11531.400000000001,13633.515000000003,15683.077125000003,17681.400196875005,19629.76519195313,21529.421062154302,23381.585535600447,25187.445897210437,26948.159749780178,28664.855756035675
agent_77,2891.7000000000003,4340.400000000001,5789.1,7093.0725,8364.4456875,9604.0345453125,10812.633681679687,11991.017839637696,13139.942393646754,14260.143833805585
agent_78,5252.8,5792.280000000001,6318.273000000001,6831.116175000001,7331.1382706250015,7818.659813859376,8293.993318512892,8757.44348555007,9209.307398411318,9649.874713451034
agent_79,9768.1,12324.997500000001,14817.972562500001,17248.6232484375,19618.507667226564,21929.144975545903,24182.016351157254,26378.56594237832,28520.201793818866,30608.296748973393
agent_80,4226.8,6169.6,7958.160000000001,9702.006000000001,11402.255850000001,13059.999453750002,14676.299467406254,16252.191980721098,17788.68718120307,19286.77000167299
agent_81,8751.5,8945.2125,9134.0821875,9318.2301328125,9497.774379492186,9672.830020004882,9843.509269504759,10009.921537767139,10172.17349932296,10330.369161839886
agent_82,3768.1000000000004,5978.200000000001,8038.845000000001,10047.973875000001,12006.874528125001,13916.802664921877,15778.982598298831,17594.608033341363,19364.842832507828,21090.82176169513
agent_83,9117.9,9859.852499999999,10583.2561875,11288.574782812499,11976.260413242186,12646.75390291113,13300.485055338351,13937.872928954892,14559.32610573102,15165.242953087743
agent_84,6200.1,7490.197500000001,8748.042562500003,9974.441498437503,11170.180460976566,12336.025949452152,13472.725300715849,14581.007168197953,15661.581988993004,16715.14243926818
agent_85,4357.700000000001,7246.4000000000015,9953.940000000002,12593.791500000003,15167.646712500004,17677.155544687506,20123.926656070318,22509.528489668563,24835.49027742685,27103.303020491177
agent_86,4305.8,5399.6,6358.410000000001,7293.249750000001,8204.718506250001,9093.40054359375,9959.865530003906,10804.668891753809,11628.352169459962,12431.443365223462
agent_87,2867.1000000000004,3895.2000000000007,4923.300000000001,5951.4000000000015,6830.715000000002,7688.047125000002,8523.945946875003,9338.947298203128,10133.57361574805,10908.33427535435
agent_88,11063.2,12569.82,14038.7745,15471.0051375,16867.4300090625,18228.944258835938,19556.42065236504,20850.710136055914,22112.642382654518,23343.026323088157
agent_89,10413.1,11378.872500000001,12320.500687500002,13238.588170312501,14133.72346605469,15006.480379403323,15857.418369918241,16687.082910670288,17496.005837903533,18284.705691955947
agent_90,5610.8,5970.33,6320.87175,6662.64995625,6995.883707343751,7320.786614660157,7637.566949293653,7946.427775561312,8247.56708117228,8541.177904142973
agent_91,6504.8,8383.98,10216.180499999999,12002.5759875,13744.311587812499,15442.503798117188,17098.24120316426,18712.585173085154,20286.570543758025,21821.206280164075
agent_92,8521.1,10470.1725,12370.518187500002,14223.355232812502,16029.87135199219,17791.224568192385,19508.543953987573,21182.930355137883,22815.457096259437,24407.170668852952
agent_93,7831.0,9792.225,11704.419375,13568.808890625,15386.588668359374,17158.923951650388,18886.95085285913,20571.77708153765,22214.48265449921,23816.12058813673
agent_94,3588.9,4363.8,5138.700000000001,5785.1325000000015,6415.404187500002,7029.919082812503,7629.07110574219,8213.244328098635,8782.81321989617,9338.142889398765
agent_95,7542.4,8679.24,9787.659,10868.367525,11922.058336875,12949.406878453125,13951.071706491795,14927.6949138295,15879.902540983763,16808.30497745917
agent_96,10220.5,12618.4875,14956.5253125,17236.1121796875,19458.709375195314,21625.74164081543,23738.598099795046,25798.63314730017,27807.167318617667,29765.488135652224
agent_97,6328.6,8036.985000000001,9702.660375000001,11326.693865625002,12910.126518984378,14453.973356009768,15959.224022109525,17426.843421556787,18857.772336017864,20252.928027617418
agent_98,7118.9,8123.827499999999,9103.6318125,10058.941017187499,10990.367491757812,11898.508304463867,12783.945596852269,13647.246956930961,14488.965783007687,15309.641638432495
agent_99,5325.3,7832.467500000001,10276.9558125,12660.331917187501,14984.123619257814,17249.82052877637,19458.87501555696,21612.703140168036,23712.685561663835,25760.16842262224
